X.ID,MIG_STAT,X.STATEID,X.DISTID,X.PSUID,X.HHID,X.HHSPLITID,X.NHNR,X.NR0,X.NR2,X.NR6,X.NR7,X.NR8,X.NR9,X.NR10,X.NR11,X.NR12,X.NR13A,X.NR13B,NNR,NR0,NR2,NR6,NR7,NR8,NR9,NR10,NR11,NR12,NR13A,NR13B
"1,2,1,170,1",1,(01) Jammu & Kashmir 01,2,1,170,1,1,50,1,38,4,1,3,11,90,2,1500,NA,,,,,,,,,,,,
"1,12,1,120,1",1,(01) Jammu & Kashmir 01,12,1,120,1,1,50,6,27,0,1,4,10,59,2,2400,NA,,,,,,,,,,,,
"1,12,1,180,1",1,(01) Jammu & Kashmir 01,12,1,180,1,1,50,9,30,0,2,3,10,57,2,20000,NA,,,,,,,,,,,,
"1,12,4,30,1",3,(01) Jammu & Kashmir 01,12,4,30,1,1,50,7,30,0,3,4,9,98,2,20000,NA,1,50,3,42,1,3,NA,0,(098) Drivers 98,2,130000,NA
"1,12,4,140,1",3,(01) Jammu & Kashmir 01,12,4,140,1,1,50,4,36,0,1,2,9,57,2,8000,NA,1,50,3,40,1,2,3,10,(057) Police 57,2,50000,NA
"1,13,1,180,1",1,(01) Jammu & Kashmir 01,13,1,180,1,1,50,2,48,0,2,1,12,57,2,48000,NA,,,,,,,,,,,,
"1,13,1,NA,NA",1,(01) Jammu & Kashmir 01,13,1,NA,NA,1,50,6,30,0,2,3,12,57,1,NA,24000,,,,,,,,,,,,
"1,13,12,10,1",1,(01) Jammu & Kashmir 01,13,12,10,1,1,50,2,34,0,2,3,10,57,2,4000,NA,,,,,,,,,,,,
"1,12,1,160,1",2,(01) Jammu & Kashmir 01,12,1,160,1,,,,,,,,,,,,,1,50,1,45,1,1,3,10,(035) Clerical nec 35,2,120000,NA
"1,12,1,180,2",2,(01) Jammu & Kashmir 01,12,1,180,2,,,,,,,,,,,,,1,50,3,40,1,2,2,10,(057) Police 57,2,150000,NA
"1,12,3,60,1",2,(01) Jammu & Kashmir 01,12,3,60,1,,,,,,,,,,,,,2,50,3,32,1,1,2,10,(030) Clerical supe 30,4,NA,NA
"1,12,3,120,1",2,(01) Jammu & Kashmir 01,12,3,120,1,,,,,,,,,,,,,2,50,3,34,1,2,2,12,(057) Police 57,2,50000,NA
"1,12,3,150,1",2,(01) Jammu & Kashmir 01,12,3,150,1,,,,,,,,,,,,,3,50,9,30,1,2,3,12,(057) Police 57,2,20000,NA
"1,12,3,170,1",2,(01) Jammu & Kashmir 01,12,3,170,1,,,,,,,,,,,,,2,50,2,45,1,3,NA,0,(061) Cultivators 61,2,40000,NA
"1,12,3,180,1",2,(01) Jammu & Kashmir 01,12,3,180,1,,,,,,,,,,,,,1,50,2,32,1,1,3,12,(057) Police 57,2,80000,NA
"1,12,4,10,1",2,(01) Jammu & Kashmir 01,12,4,10,1,,,,,,,,,,,,,2,50,6,26,1,3,NA,8,(055) Launderers 55,2,40000,NA
"1,12,4,20,1",2,(01) Jammu & Kashmir 01,12,4,20,1,,,,,,,,,,,,,2,50,2,30,1,3,NA,0,(040) Shopkeepers 40,2,72000,NA
"1,12,4,20,2",2,(01) Jammu & Kashmir 01,12,4,20,2,,,,,,,,,,,,,1,50,1,35,1,3,NA,6,(098) Drivers 98,2,90000,NA
"1,12,4,30,2",2,(01) Jammu & Kashmir 01,12,4,30,2,,,,,,,,,,,,,1,50,1,45,1,1,3,5,(084) Assemblers 84,2,90000,NA
"1,12,4,120,2",2,(01) Jammu & Kashmir 01,12,4,120,2,,,,,,,,,,,,,1,50,1,57,1,1,1,0,(095) Construction 95,4,NA,NA
"1,12,4,180,2",2,(01) Jammu & Kashmir 01,12,4,180,2,,,,,,,,,,,,,2,50,1,32,1,3,NA,9,(064) Plantation lab 64,2,60000,NA
"1,12,4,190,1",2,(01) Jammu & Kashmir 01,12,4,190,1,,,,,,,,,,,,,1,50,1,45,1,1,3,12,(057) Police 57,2,1.00E+05,NA
"1,12,4,190,2",2,(01) Jammu & Kashmir 01,12,4,190,2,,,,,,,,,,,,,2,50,1,30,1,1,1,8,(057) Police 57,2,80000,NA
"1,12,6,30,1",2,(01) Jammu & Kashmir 01,12,6,30,1,,,,,,,,,,,,,2,50,5,40,1,1,3,12,"(043) Sales, shop 43",2,36000,NA
"1,12,6,50,1",2,(01) Jammu & Kashmir 01,12,6,50,1,,,,,,,,,,,,,1,50,1,42,1,2,3,0,(097) Loaders 97,2,24000,NA
"1,12,6,80,1",2,(01) Jammu & Kashmir 01,12,6,80,1,,,,,,,,,,,,,2,50,1,32,1,2,3,12,(057) Police 57,2,96000,NA
"1,12,6,100,1",2,(01) Jammu & Kashmir 01,12,6,100,1,,,,,,,,,,,,,2,50,1,52,1,2,3,8,(097) Loaders 97,2,24000,NA
"1,12,6,100,1",2,(01) Jammu & Kashmir 01,12,6,100,1,,,,,,,,,,,,,2,51,2,32,1,2,3,11,(099) Labour nec 99,2,20000,NA
"1,12,6,200,1",2,(01) Jammu & Kashmir 01,12,6,200,1,,,,,,,,,,,,,2,50,1,35,1,2,3,8,(075) Textile 75,2,35000,NA
"1,12,6,200,1",2,(01) Jammu & Kashmir 01,12,6,200,1,,,,,,,,,,,,,2,51,5,28,1,2,3,8,(075) Textile 75,2,35000,NA
"1,13,1,150,1",2,(01) Jammu & Kashmir 01,13,1,150,1,,,,,,,,,,,,,1,50,2,42,1,2,3,12,(057) Police 57,2,150000,NA
"1,13,1,190,1",2,(01) Jammu & Kashmir 01,13,1,190,1,,,,,,,,,,,,,1,50,7,34,1,2,2,12,(057) Police 57,2,25000,NA
"1,13,1,200,1",2,(01) Jammu & Kashmir 01,13,1,200,1,,,,,,,,,,,,,1,50,1,45,1,2,2,0,(026) Mgr service 26,2,50000,NA
"1,13,2,20,1",2,(01) Jammu & Kashmir 01,13,2,20,1,,,,,,,,,,,,,2,50,3,35,1,1,3,10,(057) Police 57,2,60000,NA
"1,13,2,60,1",2,(01) Jammu & Kashmir 01,13,2,60,1,,,,,,,,,,,,,2,50,1,NA,1,1,3,10,(109) No occupation X9,2,96000,NA
"1,13,2,130,1",2,(01) Jammu & Kashmir 01,13,2,130,1,,,,,,,,,,,,,2,50,3,32,1,1,3,10,(109) No occupation X9,2,60000,NA
"1,13,2,130,1",2,(01) Jammu & Kashmir 01,13,2,130,1,,,,,,,,,,,,,2,51,4,28,1,1,3,10,(109) No occupation X9,2,48000,NA
"1,13,2,140,1",2,(01) Jammu & Kashmir 01,13,2,140,1,,,,,,,,,,,,,1,50,4,32,1,1,2,12,(057) Police 57,2,96000,NA
"1,13,2,160,1",2,(01) Jammu & Kashmir 01,13,2,160,1,,,,,,,,,,,,,1,50,1,39,1,1,3,8,(057) Police 57,2,96000,NA
"1,13,3,20,1",2,(01) Jammu & Kashmir 01,13,3,20,1,,,,,,,,,,,,,2,50,1,55,1,1,3,10,(109) No occupation X9,4,NA,NA
"1,13,3,100,1",2,(01) Jammu & Kashmir 01,13,3,100,1,,,,,,,,,,,,,1,50,1,40,1,1,3,10,(101) Unidentifiable occ X1,2,96000,NA
"1,13,3,190,1",2,(01) Jammu & Kashmir 01,13,3,190,1,,,,,,,,,,,,,1,50,4,30,1,1,3,10,(101) Unidentifiable occ X1,2,48000,NA
"1,13,4,100,1",2,(01) Jammu & Kashmir 01,13,4,100,1,,,,,,,,,,,,,1,50,1,48,1,2,3,10,(057) Police 57,2,120000,NA
"1,13,4,120,1",2,(01) Jammu & Kashmir 01,13,4,120,1,,,,,,,,,,,,,2,50,3,41,1,2,2,12,(057) Police 57,2,120000,NA
"1,13,4,120,1",2,(01) Jammu & Kashmir 01,13,4,120,1,,,,,,,,,,,,,2,51,6,32,1,1,2,12,(057) Police 57,2,96000,NA
"1,13,4,120,2",2,(01) Jammu & Kashmir 01,13,4,120,2,,,,,,,,,,,,,1,50,1,38,1,2,2,10,(057) Police 57,3,240000,20000
"1,13,4,130,2",2,(01) Jammu & Kashmir 01,13,4,130,2,,,,,,,,,,,,,4,50,4,25,1,2,3,15,(057) Police 57,2,8.00E+05,NA
"1,13,4,180,1",2,(01) Jammu & Kashmir 01,13,4,180,1,,,,,,,,,,,,,1,50,4,30,1,1,3,10,(057) Police 57,2,15000,NA
"1,13,5,70,1",2,(01) Jammu & Kashmir 01,13,5,70,1,,,,,,,,,,,,,1,50,3,30,1,2,4,12,(057) Police 57,2,80000,NA
"1,13,5,100,1",2,(01) Jammu & Kashmir 01,13,5,100,1,,,,,,,,,,,,,1,50,6,36,1,2,3,11,(056) Barbers 56,2,60000,NA
"1,13,5,120,1",2,(01) Jammu & Kashmir 01,13,5,120,1,,,,,,,,,,,,,1,50,1,42,1,2,3,10,(057) Police 57,2,96000,NA
"1,13,5,150,1",2,(01) Jammu & Kashmir 01,13,5,150,1,,,,,,,,,,,,,1,50,4,57,1,1,3,9,(057) Police 57,2,220000,NA
"1,13,6,120,1",2,(01) Jammu & Kashmir 01,13,6,120,1,,,,,,,,,,,,,2,50,1,55,1,1,3,15,(023) Mgr finance 23,2,2.00E+05,NA
"1,13,6,130,1",2,(01) Jammu & Kashmir 01,13,6,130,1,,,,,,,,,,,,,1,50,4,48,1,1,3,16,(015) Teachers 15,2,6.00E+05,NA
"1,13,9,50,1",2,(01) Jammu & Kashmir 01,13,9,50,1,,,,,,,,,,,,,2,50,1,45,1,NA,NA,12,NA,4,NA,NA
"1,13,10,150,1",2,(01) Jammu & Kashmir 01,13,10,150,1,,,,,,,,,,,,,1,50,3,43,1,2,2,10,(109) No occupation X9,4,NA,NA
"1,13,11,10,1",2,(01) Jammu & Kashmir 01,13,11,10,1,,,,,,,,,,,,,1,50,2,50,1,2,3,16,(109) No occupation X9,2,2.00E+05,NA
"1,13,12,120,1",2,(01) Jammu & Kashmir 01,13,12,120,1,,,,,,,,,,,,,1,50,3,29,1,2,3,10,(109) No occupation X9,2,72000,NA
"1,13,13,50,1",2,(01) Jammu & Kashmir 01,13,13,50,1,,,,,,,,,,,,,1,50,1,41,1,1,3,10,(002) Engineers 2,2,280000,NA
"1,13,13,90,1",2,(01) Jammu & Kashmir 01,13,13,90,1,,,,,,,,,,,,,1,50,3,32,1,2,4,15,(101) Unidentifiable occ X1,2,84000,NA
"1,13,14,100,1",2,(01) Jammu & Kashmir 01,13,14,100,1,,,,,,,,,,,,,1,50,3,33,1,1,3,13,(057) Police 57,2,60000,NA
"1,13,15,100,2",2,(01) Jammu & Kashmir 01,13,15,100,2,,,,,,,,,,,,,1,50,1,43,1,2,3,10,(057) Police 57,2,80000,NA
"2,1,1,NA,NA",1,(02) Himachal Pradesh 02,1,1,NA,NA,1,50,3,35,0,2,4,10,57,2,24000,NA,,,,,,,,,,,,
"2,1,6,30,1",3,(02) Himachal Pradesh 02,1,6,30,1,1,50,1,54,0,2,3,8,57,2,60000,NA,1,50,3,30,1,2,3,10,(079) Tailors 79,2,25000,NA
"2,1,6,110,1",1,(02) Himachal Pradesh 02,1,6,110,1,1,50,2,26,0,2,3,10,57,2,50000,NA,,,,,,,,,,,,
"2,1,6,180,1",1,(02) Himachal Pradesh 02,1,6,180,1,1,50,2,25,0,2,3,12,57,2,50000,NA,,,,,,,,,,,,
"2,2,1,21,1",3,(02) Himachal Pradesh 02,2,1,21,1,1,50,1,45,0,2,4,10,40,2,20000,NA,1,50,1,56,1,2,3,10,(096) Boilermen 96,2,100000,NA
"2,2,1,101,1",1,(02) Himachal Pradesh 02,2,1,101,1,1,50,3,39,0,2,3,5,77,2,24000,NA,,,,,,,,,,,,
"2,2,1,132,1",3,(02) Himachal Pradesh 02,2,1,132,1,1,50,1,32,0,2,3,10,72,2,24000,NA,2,50,8,32,1,2,3,16,(042) Technical sales 42,2,15000,NA
"2,2,2,71,1",3,(02) Himachal Pradesh 02,2,2,71,1,1,50,3,28,0,2,2,10,57,2,36000,NA,1,50,3,34,1,2,3,11,(057) Police 57,2,200000,NA
"2,2,2,121,1",1,(02) Himachal Pradesh 02,2,2,121,1,1,50,3,33,0,2,2,10,NA,2,3000,NA,,,,,,,,,,,,
"2,2,2,131,1",1,(02) Himachal Pradesh 02,2,2,131,1,2,50,5,31,0,2,2,10,57,2,15000,NA,,,,,,,,,,,,
"2,2,2,131,1",1,(02) Himachal Pradesh 02,2,2,131,1,2,51,7,29,0,2,3,10,57,2,15000,NA,,,,,,,,,,,,
"2,2,4,41,1",1,(02) Himachal Pradesh 02,2,4,41,1,1,50,2,36,0,2,4,10,98,2,24000,NA,,,,,,,,,,,,
"2,2,5,51,1",3,(02) Himachal Pradesh 02,2,5,51,1,1,50,11,23,0,2,2,10,57,2,30000,NA,2,50,3,30,1,3,NA,15,(022) Mgr Whsl/retail 22,2,150000,NA
"2,2,5,131,1",1,(02) Himachal Pradesh 02,2,5,131,1,1,50,3,26,0,2,3,10,57,2,22000,NA,,,,,,,,,,,,
"2,2,6,180,1",3,(02) Himachal Pradesh 02,2,6,180,1,2,51,2,35,0,2,3,10,57,2,12000,NA,2,50,2,45,1,2,3,10,(057) Police 57,2,80000,NA
"2,2,6,180,1",3,(02) Himachal Pradesh 02,2,6,180,1,2,50,5,31,0,2,3,10,57,2,12000,NA,2,50,2,45,1,2,3,10,(057) Police 57,2,80000,NA
"2,2,7,30,1",1,(02) Himachal Pradesh 02,2,7,30,1,1,50,3,35,0,2,3,10,57,2,12000,NA,,,,,,,,,,,,
"2,4,5,60,1",1,(02) Himachal Pradesh 02,4,5,60,1,1,50,3,37,0,2,4,11,57,2,40000,NA,,,,,,,,,,,,
"2,4,5,NA,NA",1,(02) Himachal Pradesh 02,4,5,NA,NA,1,50,3,31,0,2,3,12,20,2,24000,NA,,,,,,,,,,,,
"2,4,6,170,1",1,(02) Himachal Pradesh 02,4,6,170,1,1,50,1,36,0,1,3,7,35,2,12000,NA,,,,,,,,,,,,
"2,4,10,20,1",1,(02) Himachal Pradesh 02,4,10,20,1,1,50,1,68,0,2,4,5,99,4,NA,NA,,,,,,,,,,,,
"2,5,1,11,1",3,(02) Himachal Pradesh 02,5,1,11,1,1,50,1,37,0,2,4,12,59,2,30000,NA,4,50,1,42,1,2,3,10,(030) Clerical supe 30,2,20000,NA
"2,5,1,221,1",1,(02) Himachal Pradesh 02,5,1,221,1,1,50,2,28,0,2,4,12,30,2,24000,NA,,,,,,,,,,,,
"2,5,2,11,1",3,(02) Himachal Pradesh 02,5,2,11,1,1,50,1,42,0,2,4,10,30,2,36000,NA,3,50,1,45,1,2,4,10,(014) Lawyers 14,2,40000,NA
"2,5,2,132,1",1,(02) Himachal Pradesh 02,5,2,132,1,1,50,5,80,0,1,1,NA,NA,4,NA,NA,,,,,,,,,,,,
"2,5,3,131,1",1,(02) Himachal Pradesh 02,5,3,131,1,1,50,1,46,0,1,3,NA,5,2,24000,NA,,,,,,,,,,,,
"2,5,4,141,1",3,(02) Himachal Pradesh 02,5,4,141,1,1,50,3,32,0,2,4,12,57,2,900,NA,1,50,2,37,1,2,3,12,(057) Police 57,2,24000,NA
"2,5,5,31,1",1,(02) Himachal Pradesh 02,5,5,31,1,1,50,3,26,0,2,4,12,57,2,40000,NA,,,,,,,,,,,,
"2,5,5,61,1",3,(02) Himachal Pradesh 02,5,5,61,1,1,50,1,52,0,1,2,8,57,2,10000,NA,1,50,3,34,1,1,3,12,(035) Clerical nec 35,2,24000,NA
"2,5,5,NA,NA",1,(02) Himachal Pradesh 02,5,5,NA,NA,1,50,3,39,0,2,4,8,90,2,25000,NA,,,,,,,,,,,,
"2,5,5,101,1",1,(02) Himachal Pradesh 02,5,5,101,1,1,50,3,26,0,2,4,10,98,4,NA,NA,,,,,,,,,,,,
"2,5,6,40,1",1,(02) Himachal Pradesh 02,5,6,40,1,1,50,2,29,0,2,2,10,57,2,12000,NA,,,,,,,,,,,,
"2,5,6,80,1",3,(02) Himachal Pradesh 02,5,6,80,1,1,50,1,45,0,1,3,8,98,2,24000,NA,1,50,1,53,1,1,3,6,(098) Drivers 98,2,70000,NA
"2,5,6,120,1",3,(02) Himachal Pradesh 02,5,6,120,1,1,50,1,30,0,2,4,10,57,2,24000,NA,1,50,1,38,1,2,3,10,(057) Police 57,2,100000,NA
"2,5,8,10,1",1,(02) Himachal Pradesh 02,5,8,10,1,1,50,3,40,0,1,3,12,NA,2,60000,NA,,,,,,,,,,,,
"2,5,8,70,1",3,(02) Himachal Pradesh 02,5,8,70,1,1,50,1,42,0,1,4,10,35,2,20000,NA,1,50,1,50,1,1,1,10,(087) Plumbers/welders 87,2,100000,NA
"2,5,9,50,1",1,(02) Himachal Pradesh 02,5,9,50,1,1,50,4,28,0,2,4,10,57,2,40000,NA,,,,,,,,,,,,
"2,5,9,100,1",3,(02) Himachal Pradesh 02,5,9,100,1,1,50,3,43,0,1,4,15,35,2,30000,NA,2,50,1,50,1,1,3,15,(030) Clerical supe 30,2,90000,NA
"2,5,11,NA,NA",1,(02) Himachal Pradesh 02,5,11,NA,NA,1,50,9,36,0,2,4,10,57,2,60000,NA,,,,,,,,,,,,
"2,5,11,NA,NA",1,(02) Himachal Pradesh 02,5,11,NA,NA,1,50,3,34,0,1,2,8,98,2,24000,NA,,,,,,,,,,,,
"2,6,1,NA,NA",1,(02) Himachal Pradesh 02,6,1,NA,NA,1,50,7,38,0,2,3,10,8,2,30000,NA,,,,,,,,,,,,
"2,6,2,41,1",3,(02) Himachal Pradesh 02,6,2,41,1,1,50,3,21,0,1,1,12,NA,2,36000,NA,1,50,2,45,1,2,3,10,(040) Shopkeepers 40,2,150000,NA
"2,6,2,91,1",3,(02) Himachal Pradesh 02,6,2,91,1,1,50,1,50,0,2,2,5,98,2,36000,NA,1,50,1,58,1,2,4,10,(041) Manuf agents 41,2,120000,NA
"2,6,2,141,1",3,(02) Himachal Pradesh 02,6,2,141,1,1,50,3,30,0,2,4,15,57,2,10000,NA,1,50,3,36,1,2,3,15,(057) Police 57,2,300000,NA
"2,6,3,41,1",1,(02) Himachal Pradesh 02,6,3,41,1,1,50,3,35,0,2,1,10,NA,2,40000,NA,,,,,,,,,,,,
"2,6,3,NA,NA",1,(02) Himachal Pradesh 02,6,3,NA,NA,1,50,3,45,0,2,3,10,NA,2,6000,NA,,,,,,,,,,,,
"2,6,3,121,1",1,(02) Himachal Pradesh 02,6,3,121,1,1,50,3,27,0,2,3,15,NA,2,6000,NA,,,,,,,,,,,,
"2,6,3,151,1",1,(02) Himachal Pradesh 02,6,3,151,1,1,50,3,31,0,1,1,10,NA,2,30000,NA,,,,,,,,,,,,
"2,6,5,110,1",3,(02) Himachal Pradesh 02,6,5,110,1,1,50,7,43,0,2,2,12,35,2,24000,NA,3,50,5,NA,1,2,3,12,(030) Clerical supe 30,2,60000,NA
"2,8,1,41,1",1,(02) Himachal Pradesh 02,8,1,41,1,1,50,1,45,0,2,3,8,57,2,24000,NA,,,,,,,,,,,,
"2,8,1,72,1",1,(02) Himachal Pradesh 02,8,1,72,1,1,50,9,31,0,1,3,15,35,2,20000,NA,,,,,,,,,,,,
"2,8,1,NA,NA",1,(02) Himachal Pradesh 02,8,1,NA,NA,1,50,3,35,0,1,3,10,21,2,24000,NA,,,,,,,,,,,,
"2,8,1,181,1",3,(02) Himachal Pradesh 02,8,1,181,1,1,50,3,29,0,1,4,15,12,2,15000,NA,1,50,3,34,1,2,4,14,(097) Loaders 97,2,10000,NA
"2,8,1,191,1",3,(02) Himachal Pradesh 02,8,1,191,1,1,50,3,30,0,1,3,15,20,2,40000,NA,2,51,3,33,1,1,1,15,(030) Clerical supe 30,2,40000,NA
"2,8,2,NA,NA",1,(02) Himachal Pradesh 02,8,2,NA,NA,1,50,3,31,0,1,2,10,6,2,12000,NA,,,,,,,,,,,,
"2,8,2,91,1",3,(02) Himachal Pradesh 02,8,2,91,1,1,50,2,48,0,1,2,8,35,4,NA,NA,2,50,2,50,1,1,2,8,(057) Police 57,2,61000,NA
"2,8,2,191,1",1,(02) Himachal Pradesh 02,8,2,191,1,1,50,3,23,0,1,3,10,35,2,12000,NA,,,,,,,,,,,,
"2,8,3,22,1",1,(02) Himachal Pradesh 02,8,3,22,1,1,50,1,38,0,2,2,8,57,2,36000,NA,,,,,,,,,,,,
"2,8,3,91,1",1,(02) Himachal Pradesh 02,8,3,91,1,1,50,6,30,0,2,3,12,NA,2,15000,NA,,,,,,,,,,,,
"2,8,3,131,1",3,(02) Himachal Pradesh 02,8,3,131,1,1,50,3,42,0,1,2,10,98,2,24000,NA,2,50,3,51,1,1,2,10,(030) Clerical supe 30,2,60000,NA
"2,8,5,180,1",3,(02) Himachal Pradesh 02,8,5,180,1,1,50,3,28,0,2,3,12,98,2,12000,NA,2,50,3,40,1,2,3,12,(097) Loaders 97,2,110000,NA
"2,8,6,30,1",1,(02) Himachal Pradesh 02,8,6,30,1,1,50,10,28,0,1,2,10,35,2,8000,NA,,,,,,,,,,,,
"2,8,6,80,1",3,(02) Himachal Pradesh 02,8,6,80,1,1,50,7,27,0,2,4,10,15,2,7000,NA,4,50,3,36,1,2,3,12,(057) Police 57,2,120000,NA
"2,8,7,11,1",1,(02) Himachal Pradesh 02,8,7,11,1,2,50,3,40,0,1,2,5,98,2,30000,NA,,,,,,,,,,,,
"2,8,7,11,1",1,(02) Himachal Pradesh 02,8,7,11,1,2,51,7,36,0,1,2,8,98,2,30000,NA,,,,,,,,,,,,
"2,8,7,42,1",3,(02) Himachal Pradesh 02,8,7,42,1,1,50,1,42,0,2,2,8,NA,2,18000,NA,1,50,1,46,1,2,3,8,(035) Clerical nec 35,2,100000,NA
"2,8,7,81,1",1,(02) Himachal Pradesh 02,8,7,81,1,1,50,1,47,0,1,3,10,85,2,60000,NA,,,,,,,,,,,,
"2,8,7,NA,NA",1,(02) Himachal Pradesh 02,8,7,NA,NA,1,50,7,29,0,2,3,10,57,2,40000,NA,,,,,,,,,,,,
"2,8,7,161,1",1,(02) Himachal Pradesh 02,8,7,161,1,1,50,1,41,0,2,2,10,57,2,40000,NA,,,,,,,,,,,,
"2,9,2,110,1",1,(02) Himachal Pradesh 02,9,2,110,1,1,50,2,40,0,2,4,15,57,2,55000,NA,,,,,,,,,,,,
"2,10,1,21,1",1,(02) Himachal Pradesh 02,10,1,21,1,1,50,1,42,0,2,2,10,57,2,45000,NA,,,,,,,,,,,,
"2,10,1,NA,NA",1,(02) Himachal Pradesh 02,10,1,NA,NA,1,50,3,26,0,2,3,12,57,2,40000,NA,,,,,,,,,,,,
"2,10,8,140,1",3,(02) Himachal Pradesh 02,10,8,140,1,1,50,1,50,0,2,3,15,40,4,NA,NA,1,50,1,56,1,2,3,16,(040) Shopkeepers 40,4,NA,NA
"2,11,6,40,1",1,(02) Himachal Pradesh 02,11,6,40,1,1,50,3,33,0,1,3,10,59,4,NA,NA,,,,,,,,,,,,
"2,11,6,70,1",3,(02) Himachal Pradesh 02,11,6,70,1,2,50,3,45,0,1,4,12,NA,4,NA,NA,3,50,3,52,1,1,2,12,(030) Clerical supe 30,2,120000,NA
"2,11,8,NA,NA",1,(02) Himachal Pradesh 02,11,8,NA,NA,1,50,1,66,0,1,2,10,9,1,NA,28000,,,,,,,,,,,,
"2,5,6,150,1",2,(02) Himachal Pradesh 02,5,6,150,1,,,,,,,,,,,,,1,50,4,63,1,1,2,8,(035) Clerical nec 35,NA,NA,NA
"2,1,1,71,1",2,(02) Himachal Pradesh 02,1,1,71,1,,,,,,,,,,,,,1,50,1,45,1,1,3,0,(095) Construction 95,2,50000,NA
"2,1,1,82,2",2,(02) Himachal Pradesh 02,1,1,82,2,,,,,,,,,,,,,1,50,1,32,1,1,2,5,(099) Labour nec 99,2,20000,NA
"2,1,1,83,1",2,(02) Himachal Pradesh 02,1,1,83,1,,,,,,,,,,,,,1,50,1,34,1,1,2,6,(095) Construction 95,2,45000,NA
"2,1,1,181,1",2,(02) Himachal Pradesh 02,1,1,181,1,,,,,,,,,,,,,2,50,1,41,1,2,4,10,(057) Police 57,2,380000,NA
"2,1,3,41,1",2,(02) Himachal Pradesh 02,1,3,41,1,,,,,,,,,,,,,1,50,4,26,1,2,3,16,(030) Clerical supe 30,2,1.00E+05,NA
"2,1,3,71,1",2,(02) Himachal Pradesh 02,1,3,71,1,,,,,,,,,,,,,1,50,1,55,1,2,3,5,(101) Unidentifiable occ X1,2,3.00E+05,NA
"2,1,4,51,1",2,(02) Himachal Pradesh 02,1,4,51,1,,,,,,,,,,,,,3,50,4,25,1,1,1,10,(097) Loaders 97,2,36000,NA
"2,1,4,121,1",2,(02) Himachal Pradesh 02,1,4,121,1,,,,,,,,,,,,,1,50,3,39,1,1,1,15,(030) Clerical supe 30,2,48000,NA
"2,1,6,20,1",2,(02) Himachal Pradesh 02,1,6,20,1,,,,,,,,,,,,,2,50,3,32,1,1,3,12,(097) Loaders 97,2,10000,NA
"2,1,6,20,1",2,(02) Himachal Pradesh 02,1,6,20,1,,,,,,,,,,,,,2,51,5,29,1,1,2,10,(057) Police 57,2,30000,NA
"2,1,6,40,1",2,(02) Himachal Pradesh 02,1,6,40,1,,,,,,,,,,,,,2,50,2,35,1,1,1,10,(097) Loaders 97,2,18000,NA
"2,1,6,60,1",2,(02) Himachal Pradesh 02,1,6,60,1,,,,,,,,,,,,,1,50,2,31,1,1,1,10,(098) Drivers 98,2,48000,NA
"2,1,6,70,1",2,(02) Himachal Pradesh 02,1,6,70,1,,,,,,,,,,,,,1,50,2,24,1,2,3,9,(097) Loaders 97,2,18000,NA
"2,1,6,80,1",2,(02) Himachal Pradesh 02,1,6,80,1,,,,,,,,,,,,,2,50,3,40,1,1,3,8,(098) Drivers 98,3,24000,20000
"2,1,6,110,2",2,(02) Himachal Pradesh 02,1,6,110,2,,,,,,,,,,,,,1,50,1,37,1,2,4,10,(057) Police 57,2,96000,NA
"2,2,1,41,3",2,(02) Himachal Pradesh 02,2,1,41,3,,,,,,,,,,,,,1,50,3,41,1,2,3,12,(084) Assemblers 84,2,94000,NA
"2,2,1,81,1",2,(02) Himachal Pradesh 02,2,1,81,1,,,,,,,,,,,,,2,50,4,24,1,2,4,10,(057) Police 57,2,25000,NA
"2,2,1,101,2",2,(02) Himachal Pradesh 02,2,1,101,2,,,,,,,,,,,,,2,50,1,58,1,2,3,5,(052) Cooks/waiters 52,2,36000,NA
"2,2,1,121,1",2,(02) Himachal Pradesh 02,2,1,121,1,,,,,,,,,,,,,2,50,3,34,1,1,3,15,(084) Assemblers 84,2,48000,NA
"2,2,1,121,1",2,(02) Himachal Pradesh 02,2,1,121,1,,,,,,,,,,,,,2,51,4,31,1,2,4,14,(084) Assemblers 84,2,50000,NA
"2,2,1,141,1",2,(02) Himachal Pradesh 02,2,1,141,1,,,,,,,,,,,,,1,50,5,33,1,2,3,10,(084) Assemblers 84,2,14000,NA
"2,2,1,141,2",2,(02) Himachal Pradesh 02,2,1,141,2,,,,,,,,,,,,,1,50,1,36,1,1,3,15,(034) Computing op 34,2,55000,NA
"2,2,2,61,1",2,(02) Himachal Pradesh 02,2,2,61,1,,,,,,,,,,,,,1,50,3,32,1,1,1,12,(042) Technical sales 42,2,40000,NA
"2,2,2,91,1",2,(02) Himachal Pradesh 02,2,2,91,1,,,,,,,,,,,,,1,50,3,30,1,3,NA,10,(096) Boilermen 96,2,1.00E+05,NA
"2,2,2,131,3",2,(02) Himachal Pradesh 02,2,2,131,3,,,,,,,,,,,,,1,50,1,35,1,2,2,10,(067) Hunters 67,2,90000,NA
"2,2,2,191,1",2,(02) Himachal Pradesh 02,2,2,191,1,,,,,,,,,,,,,2,50,3,32,1,2,3,10,(057) Police 57,2,250000,NA
"2,2,2,191,1",2,(02) Himachal Pradesh 02,2,2,191,1,,,,,,,,,,,,,2,51,6,30,1,2,3,12,(057) Police 57,2,245000,NA
