X.ID,MIG_STAT,X.STATEID,X.DISTID,X.PSUID,X.HHID,X.HHSPLITID,X.NHNR,X.NR0,X.NR2,X.NR6,X.NR7,X.NR8,X.NR9,X.NR10,X.NR11,X.NR12,X.NR13A,X.NR13B,NNR,NR0,NR2,NR6,NR7,NR8,NR9,NR10,NR11,NR12,NR13A,NR13B
"10,5,3,51,1",2,(10) Bihar 10,5,3,51,1,,,,,,,,,,,,,2,50,3,36,1,2,4,5,(079) Tailors 79,2,60000,NA
"10,5,3,61,1",2,(10) Bihar 10,5,3,61,1,,,,,,,,,,,,,3,50,1,47,1,2,4,10,(035) Clerical nec 35,2,36000,NA
"10,5,3,62,1",2,(10) Bihar 10,5,3,62,1,,,,,,,,,,,,,2,50,1,45,1,1,3,15,(013) Social scientists 13,2,180000,NA
"10,5,3,71,1",2,(10) Bihar 10,5,3,71,1,,,,,,,,,,,,,1,50,1,33,1,2,3,8,(099) Labour nec 99,2,36000,NA
"10,5,3,72,1",2,(10) Bihar 10,5,3,72,1,,,,,,,,,,,,,4,53,3,32,1,2,4,15,(050) Hotel/restaurant 50,NA,NA,NA
"10,5,3,81,2",2,(10) Bihar 10,5,3,81,2,,,,,,,,,,,,,1,50,1,31,1,2,4,8,(099) Labour nec 99,2,24000,NA
"10,5,3,82,1",2,(10) Bihar 10,5,3,82,1,,,,,,,,,,,,,1,50,1,49,1,1,2,12,(015) Teachers 15,2,36000,NA
"10,5,3,91,1",2,(10) Bihar 10,5,3,91,1,,,,,,,,,,,,,2,50,4,30,1,2,4,2,(097) Loaders 97,2,36000,NA
"10,5,3,141,2",2,(10) Bihar 10,5,3,141,2,,,,,,,,,,,,,1,50,1,45,1,2,4,8,(097) Loaders 97,2,26000,NA
"10,5,4,31,1",2,(10) Bihar 10,5,4,31,1,,,,,,,,,,,,,1,50,1,45,1,2,2,5,(063) Ag labour 63,2,25000,NA
"10,5,4,51,1",2,(10) Bihar 10,5,4,51,1,,,,,,,,,,,,,3,50,1,32,1,2,3,12,(024) Mgr manf 24,2,18000,NA
"10,5,4,51,1",2,(10) Bihar 10,5,4,51,1,,,,,,,,,,,,,3,51,3,31,1,2,4,0,(024) Mgr manf 24,2,24000,NA
"10,5,4,61,2",2,(10) Bihar 10,5,4,61,2,,,,,,,,,,,,,1,50,1,45,1,2,4,0,(112) Student/ too young BB,2,20000,NA
"10,5,4,151,1",2,(10) Bihar 10,5,4,151,1,,,,,,,,,,,,,1,50,6,27,1,2,4,5,(099) Labour nec 99,2,20000,NA
"10,5,4,171,1",2,(10) Bihar 10,5,4,171,1,,,,,,,,,,,,,2,50,3,24,1,2,2,0,(063) Ag labour 63,2,15000,NA
"10,5,4,201,1",2,(10) Bihar 10,5,4,201,1,,,,,,,,,,,,,1,50,2,35,1,2,2,0,(099) Labour nec 99,2,35000,NA
"10,5,5,11,1",2,(10) Bihar 10,5,5,11,1,,,,,,,,,,,,,3,50,7,21,1,2,4,4,(052) Cooks/waiters 52,2,48000,NA
"10,5,5,11,1",2,(10) Bihar 10,5,5,11,1,,,,,,,,,,,,,3,51,3,25,1,2,4,0,(099) Labour nec 99,2,6000,NA
"10,5,5,51,1",2,(10) Bihar 10,5,5,51,1,,,,,,,,,,,,,1,50,3,27,1,2,4,6,(099) Labour nec 99,2,25000,NA
"10,5,5,51,2",2,(10) Bihar 10,5,5,51,2,,,,,,,,,,,,,1,50,1,35,1,2,4,0,(095) Construction 95,2,28000,NA
"10,5,5,51,3",2,(10) Bihar 10,5,5,51,3,,,,,,,,,,,,,1,50,1,29,1,2,4,5,(095) Construction 95,2,30000,NA
"10,5,5,71,1",2,(10) Bihar 10,5,5,71,1,,,,,,,,,,,,,2,50,1,23,1,2,4,8,(052) Cooks/waiters 52,2,24000,NA
"10,5,5,91,1",2,(10) Bihar 10,5,5,91,1,,,,,,,,,,,,,1,50,1,34,1,2,4,12,(057) Police 57,2,24000,NA
"10,5,5,101,2",2,(10) Bihar 10,5,5,101,2,,,,,,,,,,,,,1,50,1,28,1,2,4,9,(052) Cooks/waiters 52,2,36000,NA
"10,5,5,102,1",2,(10) Bihar 10,5,5,102,1,,,,,,,,,,,,,3,50,3,24,1,2,4,2,(099) Labour nec 99,2,15000,NA
"10,5,5,102,1",2,(10) Bihar 10,5,5,102,1,,,,,,,,,,,,,3,51,6,22,1,2,4,2,(099) Labour nec 99,2,20000,NA
"10,5,5,111,1",2,(10) Bihar 10,5,5,111,1,,,,,,,,,,,,,1,50,2,25,1,2,3,7,(052) Cooks/waiters 52,2,48000,NA
"10,5,5,111,2",2,(10) Bihar 10,5,5,111,2,,,,,,,,,,,,,2,50,1,35,1,2,4,9,(040) Shopkeepers 40,2,36000,NA
"10,5,6,50,1",2,(10) Bihar 10,5,6,50,1,,,,,,,,,,,,,2,50,3,25,1,2,3,4,(099) Labour nec 99,2,15000,NA
"10,5,6,110,2",2,(10) Bihar 10,5,6,110,2,,,,,,,,,,,,,1,50,1,35,1,2,3,10,(077) Food 77,2,25000,NA
"10,5,6,120,1",2,(10) Bihar 10,5,6,120,1,,,,,,,,,,,,,1,50,7,20,1,2,3,9,(040) Shopkeepers 40,2,5000,NA
"10,5,6,130,1",2,(10) Bihar 10,5,6,130,1,,,,,,,,,,,,,2,50,5,30,1,2,3,8,(037) Transp conductors 37,2,10000,NA
"10,5,6,130,1",2,(10) Bihar 10,5,6,130,1,,,,,,,,,,,,,2,51,9,25,1,2,3,10,(037) Transp conductors 37,2,8000,NA
"10,5,6,140,1",2,(10) Bihar 10,5,6,140,1,,,,,,,,,,,,,2,50,3,35,1,2,4,6,(050) Hotel/restaurant 50,2,35000,NA
"10,5,6,140,1",2,(10) Bihar 10,5,6,140,1,,,,,,,,,,,,,2,51,6,28,1,2,4,5,(050) Hotel/restaurant 50,2,30000,NA
"10,5,6,180,1",2,(10) Bihar 10,5,6,180,1,,,,,,,,,,,,,2,50,3,30,1,2,4,4,(099) Labour nec 99,2,24000,NA
"10,5,6,200,1",2,(10) Bihar 10,5,6,200,1,,,,,,,,,,,,,1,50,6,26,1,2,4,8,(101) Unidentifiable occ X1,2,10000,NA
"10,5,7,10,1",2,(10) Bihar 10,5,7,10,1,,,,,,,,,,,,,1,50,2,20,1,2,3,7,(083) Machine tool op 83,2,36000,NA
"10,5,7,20,1",2,(10) Bihar 10,5,7,20,1,,,,,,,,,,,,,2,50,4,22,1,2,4,7,(079) Tailors 79,2,24000,NA
"10,5,7,30,1",2,(10) Bihar 10,5,7,30,1,,,,,,,,,,,,,1,50,5,25,1,2,4,6,(033) Book-keepers 33,2,12000,NA
"10,5,7,40,2",2,(10) Bihar 10,5,7,40,2,,,,,,,,,,,,,1,50,1,32,1,2,4,4,(077) Food 77,2,24000,NA
"10,5,7,50,1",2,(10) Bihar 10,5,7,50,1,,,,,,,,,,,,,1,50,5,35,1,2,4,0,(098) Drivers 98,2,12000,NA
"10,5,7,60,1",2,(10) Bihar 10,5,7,60,1,,,,,,,,,,,,,2,50,3,22,1,2,3,3,(064) Plantation lab 64,2,30000,NA
"10,5,7,80,1",2,(10) Bihar 10,5,7,80,1,,,,,,,,,,,,,2,50,3,26,1,2,3,5,(098) Drivers 98,2,15000,NA
"10,5,7,80,1",2,(10) Bihar 10,5,7,80,1,,,,,,,,,,,,,2,51,6,23,1,2,3,7,(095) Construction 95,2,25000,NA
"10,5,7,120,1",2,(10) Bihar 10,5,7,120,1,,,,,,,,,,,,,1,50,7,75,1,3,NA,0,"(049) Sales, nec 49",2,10000,NA
"10,5,7,150,1",2,(10) Bihar 10,5,7,150,1,,,,,,,,,,,,,1,50,1,50,1,2,4,10,(098) Drivers 98,2,36000,NA
"10,5,7,150,2",2,(10) Bihar 10,5,7,150,2,,,,,,,,,,,,,3,50,3,35,1,2,4,7,(037) Transp conductors 37,2,36000,NA
"10,5,7,150,3",2,(10) Bihar 10,5,7,150,3,,,,,,,,,,,,,1,50,1,52,1,2,4,7,(098) Drivers 98,2,25000,NA
"10,6,4,41,2",2,(10) Bihar 10,6,4,41,2,,,,,,,,,,,,,1,50,2,27,1,2,3,8,(099) Labour nec 99,2,36000,NA
"10,6,4,51,1",2,(10) Bihar 10,6,4,51,1,,,,,,,,,,,,,1,50,11,32,1,1,3,12,(085) Electrical 85,2,72000,NA
"10,6,4,61,1",2,(10) Bihar 10,6,4,61,1,,,,,,,,,,,,,1,50,1,35,1,2,3,3,(099) Labour nec 99,2,60000,NA
"10,6,5,70,1",2,(10) Bihar 10,6,5,70,1,,,,,,,,,,,,,1,50,1,28,1,2,3,0,(098) Drivers 98,1,NA,25000
"10,6,5,80,1",2,(10) Bihar 10,6,5,80,1,,,,,,,,,,,,,1,50,1,43,1,2,2,0,(063) Ag labour 63,2,27000,NA
"10,6,5,100,1",2,(10) Bihar 10,6,5,100,1,,,,,,,,,,,,,1,50,3,35,1,2,3,8,(099) Labour nec 99,1,NA,48000
"10,6,5,110,1",2,(10) Bihar 10,6,5,110,1,,,,,,,,,,,,,1,50,1,45,1,2,3,0,(099) Labour nec 99,1,NA,60000
"10,9,1,50,2",2,(10) Bihar 10,9,1,50,2,,,,,,,,,,,,,2,50,1,35,1,2,2,5,(101) Unidentifiable occ X1,2,30000,NA
"10,9,2,20,2",2,(10) Bihar 10,9,2,20,2,,,,,,,,,,,,,2,50,2,30,1,1,3,10,(099) Labour nec 99,2,36000,NA
"10,9,2,20,2",2,(10) Bihar 10,9,2,20,2,,,,,,,,,,,,,2,51,1,70,1,1,1,9,NA,NA,NA,NA
"10,9,3,140,1",2,(10) Bihar 10,9,3,140,1,,,,,,,,,,,,,1,50,1,48,1,1,3,0,(098) Drivers 98,2,50000,NA
"10,12,1,21,1",2,(10) Bihar 10,12,1,21,1,,,,,,,,,,,,,2,50,6,38,1,2,4,0,(072) Metal workers 72,2,12000,NA
"10,12,1,41,1",2,(10) Bihar 10,12,1,41,1,,,,,,,,,,,,,1,50,7,30,1,1,4,8,(099) Labour nec 99,2,30000,NA
"10,12,1,61,1",2,(10) Bihar 10,12,1,61,1,,,,,,,,,,,,,2,50,1,51,1,2,3,0,(074) Chemical 74,2,24000,NA
"10,12,1,61,1",2,(10) Bihar 10,12,1,61,1,,,,,,,,,,,,,2,51,2,26,1,2,4,0,(093) Painters 93,2,18000,NA
"10,12,1,62,1",2,(10) Bihar 10,12,1,62,1,,,,,,,,,,,,,2,50,1,46,1,2,3,0,(095) Construction 95,2,12000,NA
"10,12,1,121,2",2,(10) Bihar 10,12,1,121,2,,,,,,,,,,,,,1,50,7,60,1,1,1,10,(061) Cultivators 61,NA,NA,NA
"10,12,1,131,2",2,(10) Bihar 10,12,1,131,2,,,,,,,,,,,,,1,50,1,33,1,2,3,0,(095) Construction 95,2,30000,NA
"10,12,1,131,3",2,(10) Bihar 10,12,1,131,3,,,,,,,,,,,,,1,50,1,35,1,2,3,0,(099) Labour nec 99,2,25000,NA
"10,12,1,131,4",2,(10) Bihar 10,12,1,131,4,,,,,,,,,,,,,1,50,1,42,1,2,2,2,(063) Ag labour 63,2,30000,NA
"10,12,2,11,1",2,(10) Bihar 10,12,2,11,1,,,,,,,,,,,,,1,50,3,38,1,2,3,12,(095) Construction 95,2,24000,NA
"10,12,2,21,1",2,(10) Bihar 10,12,2,21,1,,,,,,,,,,,,,2,50,1,45,1,2,1,0,(095) Construction 95,2,20000,NA
"10,12,2,31,1",2,(10) Bihar 10,12,2,31,1,,,,,,,,,,,,,1,50,3,30,1,2,3,0,(099) Labour nec 99,2,36000,NA
"10,12,2,61,1",2,(10) Bihar 10,12,2,61,1,,,,,,,,,,,,,1,50,3,23,1,1,3,7,(099) Labour nec 99,2,30000,NA
"10,12,2,91,1",2,(10) Bihar 10,12,2,91,1,,,,,,,,,,,,,2,50,7,28,1,2,3,0,(095) Construction 95,2,15000,NA
"10,12,2,111,1",2,(10) Bihar 10,12,2,111,1,,,,,,,,,,,,,1,50,1,56,1,2,4,0,(057) Police 57,2,12000,NA
"10,12,4,50,2",2,(10) Bihar 10,12,4,50,2,,,,,,,,,,,,,1,50,1,33,1,2,3,2,(095) Construction 95,2,25000,NA
"10,12,4,90,1",2,(10) Bihar 10,12,4,90,1,,,,,,,,,,,,,1,50,2,55,1,2,3,0,(095) Construction 95,2,24000,NA
"10,14,1,81,1",2,(10) Bihar 10,14,1,81,1,,,,,,,,,,,,,1,50,3,28,1,2,4,0,(099) Labour nec 99,2,10000,NA
"10,14,1,101,1",2,(10) Bihar 10,14,1,101,1,,,,,,,,,,,,,2,50,2,30,1,1,3,5,(101) Unidentifiable occ X1,2,8000,NA
"10,14,2,103,2",2,(10) Bihar 10,14,2,103,2,,,,,,,,,,,,,1,50,1,35,1,2,4,0,(064) Plantation lab 64,1,NA,15000
"10,14,2,141,1",2,(10) Bihar 10,14,2,141,1,,,,,,,,,,,,,3,50,3,30,1,2,4,0,(064) Plantation lab 64,4,NA,NA
"10,14,2,182,2",2,(10) Bihar 10,14,2,182,2,,,,,,,,,,,,,1,50,7,70,1,1,1,0,(089) Potters 89,NA,NA,NA
"10,14,3,81,2",2,(10) Bihar 10,14,3,81,2,,,,,,,,,,,,,1,50,1,35,1,2,3,3,(064) Plantation lab 64,2,15000,NA
"10,14,3,102,1",2,(10) Bihar 10,14,3,102,1,,,,,,,,,,,,,1,50,1,45,1,2,4,5,(064) Plantation lab 64,2,12000,NA
"10,14,3,131,1",2,(10) Bihar 10,14,3,131,1,,,,,,,,,,,,,2,50,5,32,1,2,4,7,(064) Plantation lab 64,2,15000,NA
"10,14,3,141,2",2,(10) Bihar 10,14,3,141,2,,,,,,,,,,,,,1,50,1,27,1,2,4,2,(064) Plantation lab 64,2,25000,NA
"10,14,3,151,2",2,(10) Bihar 10,14,3,151,2,,,,,,,,,,,,,1,50,1,35,1,2,4,0,(064) Plantation lab 64,2,30000,NA
"10,14,4,21,1",2,(10) Bihar 10,14,4,21,1,,,,,,,,,,,,,1,50,3,28,1,1,3,5,(097) Loaders 97,2,10000,NA
"10,14,4,71,1",2,(10) Bihar 10,14,4,71,1,,,,,,,,,,,,,1,50,1,52,1,2,3,9,(040) Shopkeepers 40,4,NA,NA
"10,14,4,91,2",2,(10) Bihar 10,14,4,91,2,,,,,,,,,,,,,2,50,1,57,1,2,3,5,(033) Book-keepers 33,2,60000,NA
"10,14,4,101,1",2,(10) Bihar 10,14,4,101,1,,,,,,,,,,,,,2,50,1,50,1,2,3,10,(032) Typists 32,2,180000,NA
"10,14,4,101,1",2,(10) Bihar 10,14,4,101,1,,,,,,,,,,,,,2,51,2,28,1,2,3,12,(057) Police 57,2,10000,NA
"10,14,5,31,1",2,(10) Bihar 10,14,5,31,1,,,,,,,,,,,,,1,50,1,41,1,2,4,15,(099) Labour nec 99,2,65000,NA
"10,14,5,51,1",2,(10) Bihar 10,14,5,51,1,,,,,,,,,,,,,3,50,3,34,1,2,4,0,(099) Labour nec 99,2,14400,NA
"10,14,5,71,1",2,(10) Bihar 10,14,5,71,1,,,,,,,,,,,,,1,50,5,35,1,2,4,8,(062) Other farmers 62,2,34000,NA
"10,14,6,20,1",2,(10) Bihar 10,14,6,20,1,,,,,,,,,,,,,3,50,3,34,1,2,2,4,(084) Assemblers 84,2,12000,NA
"10,14,6,110,1",2,(10) Bihar 10,14,6,110,1,,,,,,,,,,,,,3,50,1,35,1,2,1,8,(099) Labour nec 99,2,1500,NA
"10,14,6,190,1",2,(10) Bihar 10,14,6,190,1,,,,,,,,,,,,,3,50,3,35,1,2,4,9,(071) Miners 71,2,12000,NA
"10,14,7,60,1",2,(10) Bihar 10,14,7,60,1,,,,,,,,,,,,,1,50,1,40,1,2,4,3,(095) Construction 95,2,38000,NA
"10,14,7,150,1",2,(10) Bihar 10,14,7,150,1,,,,,,,,,,,,,1,50,1,32,1,2,4,7,(099) Labour nec 99,2,15000,NA
"10,16,1,41,2",2,(10) Bihar 10,16,1,41,2,,,,,,,,,,,,,2,50,3,25,1,2,3,8,(087) Plumbers/welders 87,2,8000,NA
"10,16,1,81,1",2,(10) Bihar 10,16,1,81,1,,,,,,,,,,,,,1,50,1,40,1,2,4,2,(063) Ag labour 63,2,24000,NA
"10,16,1,81,2",2,(10) Bihar 10,16,1,81,2,,,,,,,,,,,,,1,50,1,40,1,2,3,2,(063) Ag labour 63,2,25000,NA
"10,16,1,81,3",2,(10) Bihar 10,16,1,81,3,,,,,,,,,,,,,1,50,2,32,1,2,4,0,(004) Air/ship officers 4,2,24000,NA
"10,16,1,81,4",2,(10) Bihar 10,16,1,81,4,,,,,,,,,,,,,1,50,1,30,1,3,NA,6,(004) Air/ship officers 4,2,40000,NA
"10,16,2,21,1",2,(10) Bihar 10,16,2,21,1,,,,,,,,,,,,,2,50,5,25,1,3,NA,5,(093) Painters 93,2,40000,NA
"10,16,3,11,1",2,(10) Bihar 10,16,3,11,1,,,,,,,,,,,,,5,50,1,55,1,1,2,10,(035) Clerical nec 35,2,60000,NA
"10,16,3,41,2",2,(10) Bihar 10,16,3,41,2,,,,,,,,,,,,,1,50,2,40,1,2,3,15,(015) Teachers 15,2,18000,NA
"10,16,4,31,1",2,(10) Bihar 10,16,4,31,1,,,,,,,,,,,,,1,50,3,30,1,2,3,6,(085) Electrical 85,2,48000,NA
"10,16,4,41,1",2,(10) Bihar 10,16,4,41,1,,,,,,,,,,,,,3,50,1,45,1,2,2,0,(065) Other farm 65,2,25000,NA
"10,16,4,112,1",2,(10) Bihar 10,16,4,112,1,,,,,,,,,,,,,1,50,1,40,1,2,3,0,(099) Labour nec 99,2,48000,NA
"10,16,5,11,1",2,(10) Bihar 10,16,5,11,1,,,,,,,,,,,,,3,50,7,32,1,2,4,8,(064) Plantation lab 64,2,12000,NA
"10,16,7,20,1",2,(10) Bihar 10,16,7,20,1,,,,,,,,,,,,,2,50,1,50,1,2,4,0,(099) Labour nec 99,2,36000,NA
"10,16,7,20,1",2,(10) Bihar 10,16,7,20,1,,,,,,,,,,,,,2,51,2,27,1,2,4,0,(099) Labour nec 99,2,36000,NA
"10,16,7,120,1",2,(10) Bihar 10,16,7,120,1,,,,,,,,,,,,,2,50,3,33,1,2,3,10,(101) Unidentifiable occ X1,2,12000,NA
"10,16,7,130,2",2,(10) Bihar 10,16,7,130,2,,,,,,,,,,,,,1,50,1,28,1,2,3,10,(101) Unidentifiable occ X1,2,22000,NA
"10,16,7,170,1",2,(10) Bihar 10,16,7,170,1,,,,,,,,,,,,,1,50,1,68,1,2,4,0,(006) Life science tech 6,2,33000,NA
"10,16,8,20,1",2,(10) Bihar 10,16,8,20,1,,,,,,,,,,,,,1,50,1,45,1,2,3,8,(101) Unidentifiable occ X1,4,NA,NA
"10,16,8,20,2",2,(10) Bihar 10,16,8,20,2,,,,,,,,,,,,,1,50,3,40,1,2,3,0,(099) Labour nec 99,2,25000,NA
"10,16,8,40,1",2,(10) Bihar 10,16,8,40,1,,,,,,,,,,,,,2,NA,1,55,1,2,4,8,(113) Retired/ too old CC,2,12000,NA
"10,16,8,120,1",2,(10) Bihar 10,16,8,120,1,,,,,,,,,,,,,2,50,2,48,1,2,3,9,(050) Hotel/restaurant 50,2,60000,NA
"10,16,8,160,1",2,(10) Bihar 10,16,8,160,1,,,,,,,,,,,,,2,50,8,35,1,2,3,0,(099) Labour nec 99,2,18000,NA
"10,16,9,21,1",2,(10) Bihar 10,16,9,21,1,,,,,,,,,,,,,1,50,8,24,1,2,4,5,(040) Shopkeepers 40,2,5000,NA
"10,16,9,21,2",2,(10) Bihar 10,16,9,21,2,,,,,,,,,,,,,2,50,3,22,1,2,4,6,"(043) Sales, shop 43",2,4000,NA
"10,16,9,31,1",2,(10) Bihar 10,16,9,31,1,,,,,,,,,,,,,1,50,5,26,1,2,4,10,(099) Labour nec 99,2,5000,NA
"10,16,9,71,1",2,(10) Bihar 10,16,9,71,1,,,,,,,,,,,,,2,50,6,22,1,2,4,10,(083) Machine tool op 83,2,30000,NA
"10,16,9,71,2",2,(10) Bihar 10,16,9,71,2,,,,,,,,,,,,,1,50,1,35,1,2,3,10,(016) Journalists 16,2,20000,NA
"10,16,10,21,2",2,(10) Bihar 10,16,10,21,2,,,,,,,,,,,,,1,50,1,32,1,2,4,10,(099) Labour nec 99,2,24000,NA
"10,16,10,31,1",2,(10) Bihar 10,16,10,31,1,,,,,,,,,,,,,1,50,3,36,1,2,3,8,(099) Labour nec 99,2,10000,NA
"10,16,10,51,1",2,(10) Bihar 10,16,10,51,1,,,,,,,,,,,,,1,50,2,40,1,2,1,7,(099) Labour nec 99,2,2000,NA
"10,16,10,61,1",2,(10) Bihar 10,16,10,61,1,,,,,,,,,,,,,1,50,3,38,1,NA,NA,NA,(109) No occupation X9,4,NA,NA
"10,16,11,71,1",2,(10) Bihar 10,16,11,71,1,,,,,,,,,,,,,1,50,1,40,1,2,4,10,(081) Carpenters 81,2,40000,NA
"10,17,3,50,1",2,(10) Bihar 10,17,3,50,1,,,,,,,,,,,,,1,50,3,28,1,2,4,9,(090) Rubber/plastic 90,2,15000,NA
"10,17,3,90,1",2,(10) Bihar 10,17,3,90,1,,,,,,,,,,,,,2,50,1,65,1,1,2,7,(056) Barbers 56,2,15000,NA
"10,17,3,90,1",2,(10) Bihar 10,17,3,90,1,,,,,,,,,,,,,2,51,2,27,1,2,4,12,(099) Labour nec 99,2,20000,NA
"10,22,2,11,1",2,(10) Bihar 10,22,2,11,1,,,,,,,,,,,,,1,50,7,26,1,1,2,12,(101) Unidentifiable occ X1,2,48000,NA
"10,22,3,31,2",2,(10) Bihar 10,22,3,31,2,,,,,,,,,,,,,1,50,4,28,1,2,3,12,(095) Construction 95,2,30000,NA
"10,22,3,71,1",2,(10) Bihar 10,22,3,71,1,,,,,,,,,,,,,3,50,8,28,1,2,4,10,(057) Police 57,2,80000,NA
"10,22,3,71,1",2,(10) Bihar 10,22,3,71,1,,,,,,,,,,,,,3,51,10,25,1,2,4,16,(057) Police 57,2,50000,NA
"10,22,4,30,1",2,(10) Bihar 10,22,4,30,1,,,,,,,,,,,,,1,50,2,42,1,2,3,0,(099) Labour nec 99,2,50000,NA
"10,22,4,40,1",2,(10) Bihar 10,22,4,40,1,,,,,,,,,,,,,1,50,10,32,1,2,2,0,(099) Labour nec 99,2,25000,NA
"10,22,5,30,1",2,(10) Bihar 10,22,5,30,1,,,,,,,,,,,,,3,50,3,36,1,2,4,9,"(043) Sales, shop 43",2,24000,NA
"10,22,5,30,1",2,(10) Bihar 10,22,5,30,1,,,,,,,,,,,,,3,51,7,30,1,2,3,9,"(043) Sales, shop 43",2,24000,NA
"10,22,5,60,1",2,(10) Bihar 10,22,5,60,1,,,,,,,,,,,,,1,50,1,75,1,1,1,0,"(043) Sales, shop 43",4,NA,NA
"10,22,6,70,1",2,(10) Bihar 10,22,6,70,1,,,,,,,,,,,,,2,50,1,55,1,2,3,15,(057) Police 57,3,20000,5000
"10,22,6,80,1",2,(10) Bihar 10,22,6,80,1,,,,,,,,,,,,,3,50,2,34,1,2,3,0,(093) Painters 93,2,3000,NA
"10,23,4,30,1",2,(10) Bihar 10,23,4,30,1,,,,,,,,,,,,,1,50,1,35,1,2,3,0,(095) Construction 95,2,52000,NA
"10,23,4,60,2",2,(10) Bihar 10,23,4,60,2,,,,,,,,,,,,,1,50,1,35,1,2,4,0,(097) Loaders 97,2,22000,NA
"10,23,4,70,1",2,(10) Bihar 10,23,4,70,1,,,,,,,,,,,,,1,50,2,36,1,2,2,7,"(043) Sales, shop 43",2,21000,NA
"10,26,1,20,2",2,(10) Bihar 10,26,1,20,2,,,,,,,,,,,,,1,50,3,30,1,2,3,15,(035) Clerical nec 35,4,NA,NA
"10,26,2,20,1",2,(10) Bihar 10,26,2,20,1,,,,,,,,,,,,,1,50,1,50,1,2,4,2,(040) Shopkeepers 40,2,16000,NA
"10,26,2,60,1",2,(10) Bihar 10,26,2,60,1,,,,,,,,,,,,,2,50,1,50,1,1,3,12,(030) Clerical supe 30,2,1.00E+05,NA
"10,26,3,150,1",2,(10) Bihar 10,26,3,150,1,,,,,,,,,,,,,1,50,1,30,1,2,4,3,(080) Shoe makers 80,2,26000,NA
"10,27,1,11,1",2,(10) Bihar 10,27,1,11,1,,,,,,,,,,,,,2,50,1,46,1,2,3,5,(099) Labour nec 99,2,15000,NA
"10,27,1,11,1",2,(10) Bihar 10,27,1,11,1,,,,,,,,,,,,,2,51,4,25,1,2,3,9,(099) Labour nec 99,2,10000,NA
"10,27,1,31,1",2,(10) Bihar 10,27,1,31,1,,,,,,,,,,,,,2,50,1,57,1,1,3,3,(052) Cooks/waiters 52,2,15000,NA
"10,27,1,31,1",2,(10) Bihar 10,27,1,31,1,,,,,,,,,,,,,2,51,3,25,1,2,3,5,(057) Police 57,2,40000,NA
"10,27,1,51,1",2,(10) Bihar 10,27,1,51,1,,,,,,,,,,,,,2,50,2,45,1,2,3,9,(057) Police 57,2,36000,NA
"10,27,1,51,1",2,(10) Bihar 10,27,1,51,1,,,,,,,,,,,,,2,51,3,27,1,2,3,9,(099) Labour nec 99,2,54000,NA
"10,27,1,61,1",2,(10) Bihar 10,27,1,61,1,,,,,,,,,,,,,1,50,4,22,1,1,3,8,(098) Drivers 98,2,60000,NA
"10,27,1,62,1",2,(10) Bihar 10,27,1,62,1,,,,,,,,,,,,,2,50,1,45,1,1,3,9,(098) Drivers 98,2,80000,NA
"10,27,1,64,1",2,(10) Bihar 10,27,1,64,1,,,,,,,,,,,,,1,50,1,36,1,1,3,0,(098) Drivers 98,2,48000,NA
"10,27,1,65,1",2,(10) Bihar 10,27,1,65,1,,,,,,,,,,,,,1,50,1,NA,1,2,4,0,(099) Labour nec 99,2,24000,NA
"10,27,1,81,1",2,(10) Bihar 10,27,1,81,1,,,,,,,,,,,,,1,50,10,26,1,1,3,15,(101) Unidentifiable occ X1,2,18000,NA
"10,27,1,111,1",2,(10) Bihar 10,27,1,111,1,,,,,,,,,,,,,3,50,1,42,1,2,4,0,(099) Labour nec 99,2,15000,NA
"10,27,1,111,1",2,(10) Bihar 10,27,1,111,1,,,,,,,,,,,,,3,52,5,32,1,2,4,9,(099) Labour nec 99,2,12000,NA
"10,27,1,141,1",2,(10) Bihar 10,27,1,141,1,,,,,,,,,,,,,2,50,4,30,1,2,3,9,(097) Loaders 97,2,27000,NA
"10,27,1,152,1",2,(10) Bihar 10,27,1,152,1,,,,,,,,,,,,,1,50,3,19,1,2,3,3,(095) Construction 95,2,40000,NA
"10,27,1,161,1",2,(10) Bihar 10,27,1,161,1,,,,,,,,,,,,,2,50,6,30,1,2,4,10,(097) Loaders 97,2,48000,NA
"10,27,1,161,1",2,(10) Bihar 10,27,1,161,1,,,,,,,,,,,,,2,51,11,28,1,2,4,10,(097) Loaders 97,2,48000,NA
"10,27,1,171,1",2,(10) Bihar 10,27,1,171,1,,,,,,,,,,,,,3,50,1,76,1,2,4,10,(066) Forestry 66,4,NA,NA
"10,27,1,191,1",2,(10) Bihar 10,27,1,191,1,,,,,,,,,,,,,1,50,3,35,1,2,3,9,(099) Labour nec 99,2,20000,NA
"10,27,1,201,1",2,(10) Bihar 10,27,1,201,1,,,,,,,,,,,,,1,50,3,40,1,2,4,10,(099) Labour nec 99,2,24000,NA
"10,27,2,11,1",2,(10) Bihar 10,27,2,11,1,,,,,,,,,,,,,3,50,11,25,1,2,3,10,(099) Labour nec 99,2,10000,NA
"10,27,2,31,1",2,(10) Bihar 10,27,2,31,1,,,,,,,,,,,,,4,50,1,60,1,2,4,15,(089) Potters 89,2,25000,NA
"10,27,2,41,1",2,(10) Bihar 10,27,2,41,1,,,,,,,,,,,,,3,50,1,50,1,1,3,10,(057) Police 57,2,180000,NA
